eventDate,stateProvince,county,ElevationInMeters,decimalLatitude,decimalLongitude,scientificName,phylum,class,order,family,genus,specificEpithet,infraspecificEpithet,scientificNameAuthorship
20/09/2004,GR,DÃ“LAR,1846,"37,12733307","-3,003591231",Sanguisorba–minor–Scop.,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Sanguisorba,minor,NA,Scop.
20/09/2004,GR,DÃ“LAR,1846,"37,12733307","-3,003591231",Adenocarpus–decorticans–Boiss.,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Adenocarpus,decorticans,NA,Boiss.
20/09/2004,GR,DÃ“LAR,1846,"37,12733307","-3,003591231",Phlomis–crinita–Cav.,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Phlomis,crinita,NA,Cav.
20/09/2004,GR,DÃ“LAR,1846,"37,12733307","-3,003591231",Thymus–mastichina–Sibth.–&–Sm.,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Thymus,mastichina,NA,Sibth.–&–Sm.
20/09/2004,GR,DÃ“LAR,1846,"37,12733307","-3,003591231",Teucrium–compactum–Clem.–ex–Lag.,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Teucrium,compactum,NA,Clem.–ex–Lag.
20/09/2004,GR,DÃ“LAR,1846,"37,12733307","-3,003591231",Carthamus–lanatus–L.,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Carthamus,lanatus,NA,L.
20/09/2004,GR,DÃ“LAR,1846,"37,12733307","-3,003591231",Koeleria–vallesiana–Asch.–&–Graebn.,Magnoliophyta,Liliopsida,Poales,Poaceae,Koeleria,vallesiana,NA,Asch.–&–Graebn.
20/09/2004,GR,DÃ“LAR,1846,"37,12733307","-3,003591231",Crataegus–monogyna–subsp.–brevispina–(Kunze)–Franco,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,monogyna,brevispina,(Kunze)–Franco
20/09/2004,GR,DÃ“LAR,1846,"37,12733307","-3,003591231",Prunus–ramburei–Boiss.,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,ramburei,NA,Boiss.
20/09/2004,GR,DÃ“LAR,1849,"37,14079043","-3,014862898",Pinus–sylvestris–Lour.,Pinophyta,Pinopsida,Pinales,Pinaceae,Pinus,sylvestris,NA,Lour.
20/09/2004,GR,DÃ“LAR,1849,"37,14079043","-3,014862898",Quercus–ilex–L.–subsp.–ballota,Magnoliophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,ilex,ballota,NA
20/09/2004,GR,DÃ“LAR,1849,"37,14079043","-3,014862898",Cistus–laurifolius–L.,Magnoliophyta,Magnoliopsida,Malvales,Cistaceae,Cistus,laurifolius,NA,L.
20/09/2004,GR,DÃ“LAR,1849,"37,14079043","-3,014862898",Halimium–umbellatum–Spach–subsp.–viscosum–(Willk.)–O.BolÃ²s–&–Vigo,Magnoliophyta,Magnoliopsida,Malvales,Cistaceae,Halimium,umbellatum,viscosum,(Willk.)–O.BolÃ²s–&–Vigo
20/09/2004,GR,DÃ“LAR,1849,"37,14079043","-3,014862898",Hormathophylla–spinosa–(L.)–P.KÃ¼pfer,Magnoliophyta,Magnoliopsida,Brassicales,Brassicaceae,Hormathophylla,spinosa,NA,(L.)–P.KÃ¼pfer
20/09/2004,GR,DÃ“LAR,1849,"37,14079043","-3,014862898",Sorbus–domestica–L.,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Sorbus,domestica,NA,L.
20/09/2004,GR,DÃ“LAR,1849,"37,14079043","-3,014862898",Genista–versicolor–Boiss.–ex–Steud.,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Genista,versicolor,NA,Boiss.–ex–Steud.
20/09/2004,GR,DÃ“LAR,1849,"37,14079043","-3,014862898",Adenocarpus–decorticans–Boiss.,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Adenocarpus,decorticans,NA,Boiss.
20/09/2004,GR,DÃ“LAR,1849,"37,14079043","-3,014862898",Eryngium–campestre–L.,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium,campestre,NA,L.
20/09/2004,GR,DÃ“LAR,1849,"37,14079043","-3,014862898",Phlomis–crinita–Cav.,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Phlomis,crinita,NA,Cav.
20/09/2004,GR,DÃ“LAR,1849,"37,14079043","-3,014862898",Thymus–baeticus–Boiss.–ex–Lacaita,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Thymus,baeticus,NA,Boiss.–ex–Lacaita
20/09/2004,GR,DÃ“LAR,1849,"37,14079043","-3,014862898",Thymus–mastichina–Sibth.–&–Sm.,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Thymus,mastichina,NA,Sibth.–&–Sm.
20/09/2004,GR,DÃ“LAR,1849,"37,14079043","-3,014862898",Centaurea–ornata–Willd.,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Centaurea,ornata,NA,Willd.
20/09/2004,GR,DÃ“LAR,1849,"37,14079043","-3,014862898",Carlina–corymbosa–L.,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Carlina,corymbosa,NA,L.
20/09/2004,GR,DÃ“LAR,1849,"37,14079043","-3,014862898",Koeleria–vallesiana–Asch.–&–Graebn.,Magnoliophyta,Liliopsida,Poales,Poaceae,Koeleria,vallesiana,NA,Asch.–&–Graebn.
27/09/2004,GR,DÃšRCAL,1818,"37,04530388","-3,464578997",Quercus–ilex–L.–subsp.–ballota,Magnoliophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,ilex,ballota,NA
27/09/2004,GR,DÃšRCAL,1818,"37,04530388","-3,464578997",Adenocarpus–decorticans–Boiss.,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Adenocarpus,decorticans,NA,Boiss.
27/09/2004,GR,DÃšRCAL,1818,"37,04530388","-3,464578997",Euphorbia–characias–L.,Magnoliophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,characias,NA,L.
27/09/2004,GR,DÃšRCAL,1818,"37,04530388","-3,464578997",Artemisia–campestris–Ledeb.–var.–glutinosa–(J.Gay–ex–Besser)–Y.R.Ling,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,campestris,glutinosa,(J.Gay–ex–Besser)–Y.R.Ling
27/09/2004,GR,DÃšRCAL,1818,"37,04530388","-3,464578997",Carthamus–lanatus–L.,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Carthamus,lanatus,NA,L.
27/09/2004,GR,DÃšRCAL,1818,"37,04530388","-3,464578997",Carlina–corymbosa–L.,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Carlina,corymbosa,NA,L.
27/09/2004,GR,DÃšRCAL,1818,"37,04530388","-3,464578997",Dactylis–glomerata–subsp.–hispanica–(Roth)–Nyman,Magnoliophyta,Liliopsida,Poales,Poaceae,Dactylis,glomerata,hispanica,(Roth)–Nyman
27/09/2004,GR,DÃšRCAL,1818,"37,04530388","-3,464578997",Koeleria–vallesiana–Asch.–&–Graebn.,Magnoliophyta,Liliopsida,Poales,Poaceae,Koeleria,vallesiana,NA,Asch.–&–Graebn.
27/09/2004,GR,DÃšRCAL,1818,"37,04530388","-3,464578997",Cytisus–scoparius–(L.)–Link–subsp.–reverchonii–(Degen–&–Hervier)–Rivas–Goday–&–Rivas–Mart.,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Cytisus,scoparius,reverchonii,(Degen–&–Hervier)–Rivas–Goday–&–Rivas–Mart.
27/09/2004,GR,DÃšRCAL,1818,"37,04530388","-3,464578997",Rubus–ulmifolius–Schott,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,ulmifolius,NA,Schott
27/09/2004,GR,DÃšRCAL,1818,"37,04530388","-3,464578997",Rosa–canina–L.,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,canina,NA,L.
27/09/2004,GR,DÃšRCAL,1859,"37,04527181","-3,458922291",Clematis–vitalba–L.,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis,vitalba,NA,L.
27/09/2004,GR,DÃšRCAL,1859,"37,04527181","-3,458922291",Berberis–hispanica–Boiss.–&–Reut.,Magnoliophyta,Magnoliopsida,Ranunculales,Berberidaceae,Berberis,hispanica,NA,Boiss.–&–Reut.
27/09/2004,GR,DÃšRCAL,1859,"37,04527181","-3,458922291",Coriaria–myrtifolia–L.,Magnoliophyta,Magnoliopsida,Cucurbitales,Coriariaceae,Coriaria,myrtifolia,NA,L.
27/09/2004,GR,DÃšRCAL,1859,"37,04527181","-3,458922291",Cerastium–gibraltaricum–Boiss.,Magnoliophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Cerastium,gibraltaricum,NA,Boiss.
27/09/2004,GR,DÃšRCAL,1859,"37,04527181","-3,458922291",Rumex–induratus–Boiss.–&–Reut.,Magnoliophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,induratus,NA,Boiss.–&–Reut.
27/09/2004,GR,DÃšRCAL,1859,"37,04527181","-3,458922291",Armeria–villosa–Girard–subsp.–bernisii–Nieto–Fel.,Magnoliophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Armeria,villosa,bernisii,Nieto–Fel.
27/09/2004,GR,DÃšRCAL,1859,"37,04527181","-3,458922291",Hypericum–perforatum–L.,Magnoliophyta,Magnoliopsida,Malpighiales,Clusiaceae,Hypericum,perforatum,NA,L.
27/09/2004,GR,DÃšRCAL,1859,"37,04527181","-3,458922291",Salix–atrocinerea–Brot.,Magnoliophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,atrocinerea,NA,Brot.
27/09/2004,GR,DÃšRCAL,1859,"37,04527181","-3,458922291",Hormathophylla–spinosa–(L.)–P.KÃ¼pfer,Magnoliophyta,Magnoliopsida,Brassicales,Brassicaceae,Hormathophylla,spinosa,NA,(L.)–P.KÃ¼pfer
27/09/2004,GR,DÃšRCAL,1859,"37,04527181","-3,458922291",Genista–versicolor–Boiss.–ex–Steud.,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Genista,versicolor,NA,Boiss.–ex–Steud.
27/09/2004,GR,DÃšRCAL,1859,"37,04527181","-3,458922291",Eryngium–campestre–L.,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium,campestre,NA,L.
27/09/2004,GR,DÃšRCAL,1859,"37,04527181","-3,458922291",Galium–fruticescens–Cav.,Magnoliophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,fruticescens,NA,Cav.
27/09/2004,GR,DÃšRCAL,1859,"37,04527181","-3,458922291",Helichrysum–italicum–(Roth)–G.Don–var.–serotinum–(Boiss.)–O.BolÃ²s–&–Vigo,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Helichrysum,italicum,serotinum,(Boiss.)–O.BolÃ²s–&–Vigo
27/09/2004,GR,DÃšRCAL,1859,"37,04527181","-3,458922291",Artemisia–campestris–Ledeb.–var.–glutinosa–(J.Gay–ex–Besser)–Y.R.Ling,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,campestris,glutinosa,(J.Gay–ex–Besser)–Y.R.Ling
27/09/2004,GR,DÃšRCAL,1859,"37,04527181","-3,458922291",Koeleria–vallesiana–Asch.–&–Graebn.,Magnoliophyta,Liliopsida,Poales,Poaceae,Koeleria,vallesiana,NA,Asch.–&–Graebn.
27/09/2004,GR,DÃšRCAL,1859,"37,04527181","-3,458922291",Stipa–tenacissima–L.,Magnoliophyta,Liliopsida,Poales,Poaceae,Stipa,tenacissima,NA,L.
27/09/2004,GR,DÃšRCAL,1859,"37,04527181","-3,458922291",Crataegus–monogyna–subsp.–brevispina–(Kunze)–Franco,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,monogyna,brevispina,(Kunze)–Franco
27/09/2004,GR,DÃšRCAL,1859,"37,04527181","-3,458922291",Rubus–ulmifolius–Schott,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,ulmifolius,NA,Schott
27/09/2004,GR,DÃšRCAL,1859,"37,04527181","-3,458922291",Rosa–canina–L.,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,canina,NA,L.
30/09/2004,GR,DÃšRCAL,1781,"37,03614150","-3,481378221",Quercus–ilex–L.–subsp.–ballota,Magnoliophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,ilex,ballota,NA
30/09/2004,GR,DÃšRCAL,1781,"37,03614150","-3,481378221",Quercus–pyrenaica–Willd.,Magnoliophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,pyrenaica,NA,Willd.
30/09/2004,GR,DÃšRCAL,1781,"37,03614150","-3,481378221",Cerastium–gibraltaricum–Boiss.,Magnoliophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Cerastium,gibraltaricum,NA,Boiss.
30/09/2004,GR,DÃšRCAL,1781,"37,03614150","-3,481378221","Dianthus–pungens–L.–subsp.–brachyanthus–(Boiss.)–Bernal,–Fern.Casas,–G.LÃ³pez,–M.LaÃ­nz–&–MuÃ±oz–Garm.",Magnoliophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,pungens,brachyanthus,"(Boiss.)–Bernal,–Fern.Casas,–G.LÃ³pez,–M.LaÃ­nz–&–MuÃ±oz–Garm."
30/09/2004,GR,DÃšRCAL,1781,"37,03614150","-3,481378221",Armeria–villosa–Girard–subsp.–bernisii–Nieto–Fel.,Magnoliophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Armeria,villosa,bernisii,Nieto–Fel.
30/09/2004,GR,DÃšRCAL,1781,"37,03614150","-3,481378221",Hypericum–perforatum–L.,Magnoliophyta,Magnoliopsida,Malpighiales,Clusiaceae,Hypericum,perforatum,NA,L.
30/09/2004,GR,DÃšRCAL,1781,"37,03614150","-3,481378221",Helianthemum–hirtum–Mill.,Magnoliophyta,Magnoliopsida,Malvales,Cistaceae,Helianthemum,hirtum,NA,Mill.
30/09/2004,GR,DÃšRCAL,1781,"37,03614150","-3,481378221",Fabaceae–L.,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,NA,NA,L.
30/09/2004,GR,DÃšRCAL,1781,"37,03614150","-3,481378221",Lathyrus–pratensis–L.,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,pratensis,NA,L.
30/09/2004,GR,DÃšRCAL,1781,"37,03614150","-3,481378221",Genista–versicolor–Boiss.–ex–Steud.,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Genista,versicolor,NA,Boiss.–ex–Steud.
30/09/2004,GR,DÃšRCAL,1781,"37,03614150","-3,481378221",Adenocarpus–decorticans–Boiss.,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Adenocarpus,decorticans,NA,Boiss.
30/09/2004,GR,DÃšRCAL,1781,"37,03614150","-3,481378221",Euphorbia–nevadensis–Boiss.–&–Reut.,Magnoliophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,nevadensis,NA,Boiss.–&–Reut.
30/09/2004,GR,DÃšRCAL,1781,"37,03614150","-3,481378221",Lonicera–arborea–Boiss.,Magnoliophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,arborea,NA,Boiss.
30/09/2004,GR,DÃšRCAL,1781,"37,03614150","-3,481378221",Artemisia–absinthium–L.,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,absinthium,NA,L.
30/09/2004,GR,DÃšRCAL,1781,"37,03614150","-3,481378221",Artemisia–barrelieri–Besser,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,barrelieri,NA,Besser
30/09/2004,GR,DÃšRCAL,1781,"37,03614150","-3,481378221",Artemisia–campestris–Ledeb.–var.–glutinosa–(J.Gay–ex–Besser)–Y.R.Ling,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,campestris,glutinosa,(J.Gay–ex–Besser)–Y.R.Ling
30/09/2004,GR,DÃšRCAL,1781,"37,03614150","-3,481378221",Cirsium–odontolepis–Boiss.–ex–DC.,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,odontolepis,NA,Boiss.–ex–DC.
30/09/2004,GR,DÃšRCAL,1781,"37,03614150","-3,481378221",Dactylis–glomerata–subsp.–hispanica–(Roth)–Nyman,Magnoliophyta,Liliopsida,Poales,Poaceae,Dactylis,glomerata,hispanica,(Roth)–Nyman
30/09/2004,GR,DÃšRCAL,1781,"37,03614150","-3,481378221",Cytisus–scoparius–(L.)–Link–subsp.–reverchonii–(Degen–&–Hervier)–Rivas–Goday–&–Rivas–Mart.,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Cytisus,scoparius,reverchonii,(Degen–&–Hervier)–Rivas–Goday–&–Rivas–Mart.
30/09/2004,GR,DÃšRCAL,1781,"37,03614150","-3,481378221",Festuca–indigesta–Boiss.,Magnoliophyta,Liliopsida,Poales,Poaceae,Festuca,indigesta,NA,Boiss.
23/09/2004,AL,ABRUCENA,1714,"37,09558954","-2,812264963",Pinus–sylvestris–Lour.,Pinophyta,Pinopsida,Pinales,Pinaceae,Pinus,sylvestris,NA,Lour.
23/09/2004,AL,ABRUCENA,1714,"37,09558954","-2,812264963",Helleborus–foetidus–L.,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Helleborus,foetidus,NA,L.
23/09/2004,AL,ABRUCENA,1714,"37,09558954","-2,812264963",Berberis–hispanica–Boiss.–&–Reut.,Magnoliophyta,Magnoliopsida,Ranunculales,Berberidaceae,Berberis,hispanica,NA,Boiss.–&–Reut.
23/09/2004,AL,ABRUCENA,1714,"37,09558954","-2,812264963",Quercus–ilex–L.–subsp.–ballota,Magnoliophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,ilex,ballota,NA
23/09/2004,AL,ABRUCENA,1714,"37,09558954","-2,812264963",Rumex–induratus–Boiss.–&–Reut.,Magnoliophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,induratus,NA,Boiss.–&–Reut.
23/09/2004,AL,ABRUCENA,1714,"37,09558954","-2,812264963",Hormathophylla–spinosa–(L.)–P.KÃ¼pfer,Magnoliophyta,Magnoliopsida,Brassicales,Brassicaceae,Hormathophylla,spinosa,NA,(L.)–P.KÃ¼pfer
30/09/2004,GR,DÃšRCAL,1781,"37,03614150","-3,481378221",Cotoneaster–granatensis–Boiss.,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Cotoneaster,granatensis,NA,Boiss.
30/09/2004,GR,DÃšRCAL,1781,"37,03614150","-3,481378221",Crataegus–monogyna–subsp.–brevispina–(Kunze)–Franco,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,monogyna,brevispina,(Kunze)–Franco
30/09/2004,GR,DÃšRCAL,1781,"37,03614150","-3,481378221",Rosa–canina–L.,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,canina,NA,L.
23/09/2004,AL,ABRUCENA,1714,"37,09558954","-2,812264963",Genista–florida–L.,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Genista,florida,NA,L.
23/09/2004,AL,ABRUCENA,1714,"37,09558954","-2,812264963",Adenocarpus–decorticans–Boiss.,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Adenocarpus,decorticans,NA,Boiss.
23/09/2004,AL,ABRUCENA,1714,"37,09558954","-2,812264963",Bupleurum–spinosum–Gouan,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Bupleurum,spinosum,NA,Gouan
23/09/2004,AL,ABRUCENA,1714,"37,09558954","-2,812264963",Thymus–serpylloides–Bory–subsp.–gadorensis–(Pau)–Jalas,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Thymus,serpylloides,gadorensis,(Pau)–Jalas
23/09/2004,AL,ABRUCENA,1714,"37,09558954","-2,812264963",Thymus–zygis–L.,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Thymus,zygis,NA,L.
23/09/2004,AL,ABRUCENA,1714,"37,09558954","-2,812264963",Digitalis–obscura–L.,Magnoliophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Digitalis,obscura,NA,L.
23/09/2004,AL,ABRUCENA,1714,"37,09558954","-2,812264963",Helichrysum–italicum–(Roth)–G.Don–var.–serotinum–(Boiss.)–O.BolÃ²s–&–Vigo,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Helichrysum,italicum,serotinum,(Boiss.)–O.BolÃ²s–&–Vigo
23/09/2004,AL,ABRUCENA,1714,"37,09558954","-2,812264963",Festuca–scariosa–Pau,Magnoliophyta,Liliopsida,Poales,Poaceae,Festuca,scariosa,NA,Pau
23/09/2004,AL,ABRUCENA,1714,"37,09558954","-2,812264963",Koeleria–vallesiana–Asch.–&–Graebn.,Magnoliophyta,Liliopsida,Poales,Poaceae,Koeleria,vallesiana,NA,Asch.–&–Graebn.
23/09/2004,AL,ABRUCENA,1714,"37,09558954","-2,812264963",Festuca–indigesta–Boiss.,Magnoliophyta,Liliopsida,Poales,Poaceae,Festuca,indigesta,NA,Boiss.
31/08/2004,AL,ABLA,1342,"37,09546916","-2,756033819",Quercus–ilex–L.–subsp.–ballota,Magnoliophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,ilex,ballota,NA
31/08/2004,AL,ABLA,1342,"37,09546916","-2,756033819",Halimium–umbellatum–Spach–subsp.–viscosum–(Willk.)–O.BolÃ²s–&–Vigo,Magnoliophyta,Magnoliopsida,Malvales,Cistaceae,Halimium,umbellatum,viscosum,(Willk.)–O.BolÃ²s–&–Vigo
23/09/2004,AL,ABRUCENA,1714,"37,09558954","-2,812264963",Prunus–ramburei–Boiss.,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,ramburei,NA,Boiss.
31/08/2004,AL,ABLA,1342,"37,09546916","-2,756033819",Genista–umbellata–Salzm.–ex–DC.,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Genista,umbellata,NA,Salzm.–ex–DC.
31/08/2004,AL,ABLA,1342,"37,09546916","-2,756033819",Retama–sphaerocarpa–Boiss.,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Retama,sphaerocarpa,NA,Boiss.
31/08/2004,AL,ABLA,1342,"37,09546916","-2,756033819",Ulex–parviflorus–Pourr.,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Ulex,parviflorus,NA,Pourr.
31/08/2004,AL,ABLA,1342,"37,09546916","-2,756033819",Thymus–mastichina–Sibth.–&–Sm.,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Thymus,mastichina,NA,Sibth.–&–Sm.
31/08/2004,AL,ABLA,1342,"37,09546916","-2,756033819",Thymus–serpylloides–Bory–subsp.–gadorensis–(Pau)–Jalas,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Thymus,serpylloides,gadorensis,(Pau)–Jalas
27/09/2004,GR,DÃšRCAL,2017,"37,03172015","-3,475751031",Cerastium–gibraltaricum–Boiss.,Magnoliophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Cerastium,gibraltaricum,NA,Boiss.
27/09/2004,GR,DÃšRCAL,2017,"37,03172015","-3,475751031",Populus–nigra–L.,Magnoliophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,nigra,NA,L.
27/09/2004,GR,DÃšRCAL,2017,"37,03172015","-3,475751031",Hormathophylla–spinosa–(L.)–P.KÃ¼pfer,Magnoliophyta,Magnoliopsida,Brassicales,Brassicaceae,Hormathophylla,spinosa,NA,(L.)–P.KÃ¼pfer
27/09/2004,GR,DÃšRCAL,2017,"37,03172015","-3,475751031",Potentilla–reuteri–Boiss.,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,reuteri,NA,Boiss.
27/09/2004,GR,DÃšRCAL,2017,"37,03172015","-3,475751031",Genista–versicolor–Boiss.–ex–Steud.,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Genista,versicolor,NA,Boiss.–ex–Steud.
27/09/2004,GR,DÃšRCAL,2017,"37,03172015","-3,475751031",Artemisia–absinthium–L.,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,absinthium,NA,L.
27/09/2004,GR,DÃšRCAL,2017,"37,03172015","-3,475751031",Artemisia–campestris–Ledeb.–var.–glutinosa–(J.Gay–ex–Besser)–Y.R.Ling,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,campestris,glutinosa,(J.Gay–ex–Besser)–Y.R.Ling
27/09/2004,GR,DÃšRCAL,2017,"37,03172015","-3,475751031",Avenula–bromoides–(Gouan)–H.Scholz–subsp.–pauneroi–Romero–Zarco,Magnoliophyta,Liliopsida,Poales,Poaceae,Avenula,bromoides,pauneroi,Romero–Zarco
27/09/2004,GR,DÃšRCAL,2017,"37,03172015","-3,475751031",Festuca–indigesta–Boiss.,Magnoliophyta,Liliopsida,Poales,Poaceae,Festuca,indigesta,NA,Boiss.
23/09/2004,AL,ABRUCENA,1714,"37,09558954","-2,812264963",Paronychia–suffruticosa–DC.,Magnoliophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Paronychia,suffruticosa,NA,DC.
31/08/2004,AL,ABLA,1342,"37,09546916","-2,756033819",Festuca–scariosa–Pau,Magnoliophyta,Liliopsida,Poales,Poaceae,Festuca,scariosa,NA,Pau
31/08/2004,AL,ABLA,1342,"37,09546916","-2,756033819",Dactylis–glomerata–subsp.–hispanica–(Roth)–Nyman,Magnoliophyta,Liliopsida,Poales,Poaceae,Dactylis,glomerata,hispanica,(Roth)–Nyman
31/08/2004,AL,ABLA,1342,"37,09546916","-2,756033819",Koeleria–vallesiana–Asch.–&–Graebn.,Magnoliophyta,Liliopsida,Poales,Poaceae,Koeleria,vallesiana,NA,Asch.–&–Graebn.
28/10/2004,GR,DÃšRCAL,1590,"37,03438713","-3,495871816",Helleborus–foetidus–L.,Magnoliophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Helleborus,foetidus,NA,L.
28/10/2004,GR,DÃšRCAL,1590,"37,03438713","-3,495871816",Berberis–hispanica–Boiss.–&–Reut.,Magnoliophyta,Magnoliopsida,Ranunculales,Berberidaceae,Berberis,hispanica,NA,Boiss.–&–Reut.
28/10/2004,GR,DÃšRCAL,1590,"37,03438713","-3,495871816",Quercus–ilex–L.–subsp.–ballota,Magnoliophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,ilex,ballota,NA
28/10/2004,GR,DÃšRCAL,1590,"37,03438713","-3,495871816",Cerastium–gibraltaricum–Boiss.,Magnoliophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Cerastium,gibraltaricum,NA,Boiss.
28/10/2004,GR,DÃšRCAL,1590,"37,03438713","-3,495871816",Silene–latifolia–Poir.,Magnoliophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,latifolia,NA,Poir.
28/10/2004,GR,DÃšRCAL,1590,"37,03438713","-3,495871816",Silene–mellifera–Boiss.–&–Reut.,Magnoliophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,mellifera,NA,Boiss.–&–Reut.
28/10/2004,GR,DÃšRCAL,1590,"37,03438713","-3,495871816",Sisymbrium–erysimoides–Desf.,Magnoliophyta,Magnoliopsida,Brassicales,Brassicaceae,Sisymbrium,erysimoides,NA,Desf.
28/10/2004,GR,DÃšRCAL,1590,"37,03438713","-3,495871816",Sanguisorba–minor–Scop.,Magnoliophyta,Magnoliopsida,Rosales,Rosaceae,Sanguisorba,minor,NA,Scop.
28/10/2004,GR,DÃšRCAL,1590,"37,03438713","-3,495871816",Ononis–speciosa–Lag.,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Ononis,speciosa,NA,Lag.
